id,title,stage,stage_name,goals,formats,psychology,sources,principle,actions,metrics,keywords,related_strategies,path,relationship_focus,safety_boundary
IGS-S4-G03,经验型评论,S4,公共互动与破冰策略,提升主页可信感；形成可信专业感,社群/圈层策略；Reels 策略,提升专业感；提升真实感,CARNEGIE；GREATER_GOOD_LISTENING,公共互动的重点是在已有语境里贡献价值，让对方先觉得你具体、礼貌、可信。同领域对方讨论真实问题时，主动互动的目的不是刷存在感，而是在相关语境里留下可信贡献；“经验型评论”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：同领域对方讨论真实问题时。；具体动作：分享一次真实踩坑和一个可执行建议。；落地要求：记录互动对象、上下文和结果，保留能带来真实关系的入口。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,经验型评论执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,经验型评论；同领域对方讨论真实问题；分享一次真实踩坑和一个可执行建议；公共互动与破冰策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S3-02；IGS-S5-08；IGS-S4-G18,cards/IGS-S4-G03.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S4-G04,提问型评论,S4,公共互动与破冰策略,发现合适陌生人；开启自然互动,评论策略,降低陌生感；提升参与感,GREATER_GOOD_LISTENING；HOOTSUITE_ALGORITHM_2026,公共互动的重点是在已有语境里贡献价值，让对方先觉得你具体、礼貌、可信。想开启对话但不抢主题时，主动互动的目的不是刷存在感，而是在相关语境里留下可信贡献；“提问型评论”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：想开启对话但不抢主题时。；具体动作：问一个能让原作者继续展开的问题。；落地要求：记录互动对象、上下文和结果，保留能带来真实关系的入口。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,提问型评论执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,提问型评论；想开启对话但不抢主题；问一个能让原作者继续展开的问题；公共互动与破冰策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S3-G28；IGS-S5-G28；IGS-S4-G19,cards/IGS-S4-G04.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S4-G05,评论串延长,S4,公共互动与破冰策略,开启私信对话；建立长期朋友关系,Story 策略；私信策略,提升被理解感；提升安全感,HOOTSUITE_ALGORITHM_2026；SPROUT_INSTAGRAM_ENGAGEMENT_CASE,公共互动的重点是在已有语境里贡献价值，让对方先觉得你具体、礼貌、可信。自己的内容有评论但很快结束时，主动互动的目的不是刷存在感，而是在相关语境里留下可信贡献；“评论串延长”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：自己的内容有评论但很快结束时。；具体动作：每次回复只追问一个具体细节。；落地要求：记录互动对象、上下文和结果，保留能带来真实关系的入口。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,评论串延长执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,评论串延长；自己的内容有评论但很快结束；每次回复只追问一个具体细节；公共互动与破冰策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S3-07；IGS-S5-02；IGS-S4-G20,cards/IGS-S4-G05.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S4-G06,置顶评论补入口,S4,公共互动与破冰策略,提升主页可信感；形成可信专业感,社群/圈层策略；Reels 策略,提升专业感；提升真实感,SPROUT_INSTAGRAM_ENGAGEMENT_CASE；SPROUT_CASE_STUDIES,公共互动的重点是在已有语境里贡献价值，让对方先觉得你具体、礼貌、可信。帖文 CTA 不够醒目时，主动互动的目的不是刷存在感，而是在相关语境里留下可信贡献；“置顶评论补入口”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：帖文 CTA 不够醒目时。；具体动作：把补充资源、问题或关键词放进置顶评论。；落地要求：记录互动对象、上下文和结果，保留能带来真实关系的入口。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,置顶评论补入口执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,置顶评论补入口；帖文 CTA 不够醒目；把补充资源、问题或关键词放进置顶评论；公共互动与破冰策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S3-02；IGS-S5-09；IGS-S4-G21,cards/IGS-S4-G06.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S4-G07,账号关键词巡逻,S4,公共互动与破冰策略,发现合适陌生人；开启自然互动,评论策略,降低陌生感；提升参与感,SPROUT_CASE_STUDIES；CARNEGIE,公共互动的重点是在已有语境里贡献价值，让对方先觉得你具体、礼貌、可信。对方提到你但没有 tag 时，主动互动的目的不是刷存在感，而是在相关语境里留下可信贡献；“账号关键词巡逻”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：对方提到你但没有 tag 时。；具体动作：每周搜账号名、内容或服务名、错别字和相关关键词。；落地要求：记录互动对象、上下文和结果，保留能带来真实关系的入口。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,账号关键词巡逻执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,账号关键词巡逻；对方提到你但没有 tag ；每周搜账号名、内容或服务名、错别字和相关关；公共互动与破冰策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S3-G28；IGS-S5-01；IGS-S4-G22,cards/IGS-S4-G07.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S4-G08,UGC 感谢顺序,S4,公共互动与破冰策略,开启私信对话；建立长期朋友关系,Story 策略；私信策略,提升被理解感；提升安全感,CARNEGIE；GREATER_GOOD_LISTENING,公共互动的重点是在已有语境里贡献价值，让对方先觉得你具体、礼貌、可信。对方自发分享内容时，主动互动的目的不是刷存在感，而是在相关语境里留下可信贡献；“UGC 感谢顺序”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：对方自发分享内容时。；具体动作：先感谢、再请求授权、再说明会如何使用。；落地要求：记录互动对象、上下文和结果，保留能带来真实关系的入口。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,UGC 感谢顺序执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,UGC 感谢顺序；对方自发分享内容；先感谢、再请求授权、再说明会如何使用；公共互动与破冰策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S3-07；IGS-S5-02；IGS-S4-G23,cards/IGS-S4-G08.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S4-G09,相邻行业串联,S4,公共互动与破冰策略,提升主页可信感；形成可信专业感,社群/圈层策略；Reels 策略,提升专业感；提升真实感,GREATER_GOOD_LISTENING；HOOTSUITE_ALGORITHM_2026,公共互动的重点是在已有语境里贡献价值，让对方先觉得你具体、礼貌、可信。只在同行圈互动导致增长慢时，主动互动的目的不是刷存在感，而是在相关语境里留下可信贡献；“相邻行业串联”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：只在同行圈互动导致增长慢时。；具体动作：进入对方上游和下游行业账号评论区。；落地要求：记录互动对象、上下文和结果，保留能带来真实关系的入口。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,相邻行业串联执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,相邻行业串联；只在同行圈互动导致增长慢；进入对方上游和下游行业账号评论区；公共互动与破冰策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S3-02；IGS-S5-09；IGS-S4-G24,cards/IGS-S4-G09.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S4-G10,位置标签互动,S4,公共互动与破冰策略,发现合适陌生人；开启自然互动,评论策略,降低陌生感；提升参与感,HOOTSUITE_ALGORITHM_2026；SPROUT_INSTAGRAM_ENGAGEMENT_CASE,公共互动的重点是在已有语境里贡献价值，让对方先觉得你具体、礼貌、可信。本地关系需要真实附近对方时，主动互动的目的不是刷存在感，而是在相关语境里留下可信贡献；“位置标签互动”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：本地关系需要真实附近对方时。；具体动作：每天查看本地位置标签下的最新内容并真诚互动。；落地要求：记录互动对象、上下文和结果，保留能带来真实关系的入口。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,位置标签互动执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,位置标签互动；本地关系需要真实附近对方；每天查看本地位置标签下的最新内容并真；公共互动与破冰策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S3-G28；IGS-S5-G28；IGS-S4-G19,cards/IGS-S4-G10.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S4-G11,小账号优先,S4,公共互动与破冰策略,开启私信对话；建立长期朋友关系,Story 策略；私信策略,提升被理解感；提升安全感,SPROUT_INSTAGRAM_ENGAGEMENT_CASE；SPROUT_CASE_STUDIES,公共互动的重点是在已有语境里贡献价值，让对方先觉得你具体、礼貌、可信。大号评论区互动太拥挤时，主动互动的目的不是刷存在感，而是在相关语境里留下可信贡献；“小账号优先”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：大号评论区互动太拥挤时。；具体动作：优先回复小而活跃账号的高质量内容。；落地要求：记录互动对象、上下文和结果，保留能带来真实关系的入口。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,小账号优先执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,小账号优先；大号评论区互动太拥挤；优先回复小而活跃账号的高质量内容；公共互动与破冰策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S3-07；IGS-S5-02；IGS-S4-G20,cards/IGS-S4-G11.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S4-G12,Story mention 回礼,S4,公共互动与破冰策略,提升主页可信感；形成可信专业感,社群/圈层策略；Reels 策略,提升专业感；提升真实感,SPROUT_CASE_STUDIES；CARNEGIE,公共互动的重点是在已有语境里贡献价值，让对方先觉得你具体、礼貌、可信。对方在 Story 提到你时，主动互动的目的不是刷存在感，而是在相关语境里留下可信贡献；“Story mention 回礼”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：对方在 Story 提到你时。；具体动作：二次转发时补一句对对方有价值的观察。；落地要求：记录互动对象、上下文和结果，保留能带来真实关系的入口。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,Story mention 回礼执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,Story mention 回礼；对方在 Story 提到你；二次转发时补一句对对方有价值的观察；公共互动与破冰策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S3-02；IGS-S5-08；IGS-S4-G21,cards/IGS-S4-G12.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S4-G13,合作账号预热,S4,公共互动与破冰策略,发现合适陌生人；开启自然互动,评论策略,降低陌生感；提升参与感,CARNEGIE；GREATER_GOOD_LISTENING,公共互动的重点是在已有语境里贡献价值，让对方先觉得你具体、礼貌、可信。直接邀约合作回复率低时，主动互动的目的不是刷存在感，而是在相关语境里留下可信贡献；“合作账号预热”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：直接邀约合作回复率低时。；具体动作：先连续两周参与对方内容，再提出轻合作。；落地要求：记录互动对象、上下文和结果，保留能带来真实关系的入口。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,合作账号预热执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,合作账号预热；直接邀约合作回复率低；先连续两周参与对方内容，再提出轻合作；公共互动与破冰策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S3-G28；IGS-S5-01；IGS-S4-G22,cards/IGS-S4-G13.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S4-G14,评论区 FAQ 收集,S4,公共互动与破冰策略,开启私信对话；建立长期朋友关系,Story 策略；私信策略,提升被理解感；提升安全感,GREATER_GOOD_LISTENING；HOOTSUITE_ALGORITHM_2026,公共互动的重点是在已有语境里贡献价值，让对方先觉得你具体、礼貌、可信。同一个问题出现三次以上时，主动互动的目的不是刷存在感，而是在相关语境里留下可信贡献；“评论区 FAQ 收集”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：同一个问题出现三次以上时。；具体动作：把它转为 FAQ、Carousel 或下一场 Live。；落地要求：记录互动对象、上下文和结果，保留能带来真实关系的入口。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,评论区 FAQ 收集执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,评论区 FAQ 收集；同一个问题出现三次以上；把它转为 FAQ、Carousel ；公共互动与破冰策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S3-07；IGS-S5-02；IGS-S4-G23,cards/IGS-S4-G14.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S4-G15,分歧降温回应,S4,公共互动与破冰策略,提升主页可信感；形成可信专业感,社群/圈层策略；Reels 策略,提升专业感；提升真实感,HOOTSUITE_ALGORITHM_2026；SPROUT_INSTAGRAM_ENGAGEMENT_CASE,公共互动的重点是在已有语境里贡献价值，让对方先觉得你具体、礼貌、可信。评论区出现不同意见时，主动互动的目的不是刷存在感，而是在相关语境里留下可信贡献；“分歧降温回应”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：评论区出现不同意见时。；具体动作：先指出共同目标，再回应具体差异。；落地要求：记录互动对象、上下文和结果，保留能带来真实关系的入口。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,分歧降温回应执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,分歧降温回应；评论区出现不同意见；先指出共同目标，再回应具体差异；公共互动与破冰策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S3-02；IGS-S5-09；IGS-S4-G24,cards/IGS-S4-G15.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S4-G16,高意向评论转私信,S4,公共互动与破冰策略,发现合适陌生人；开启自然互动,评论策略,降低陌生感；提升参与感,SPROUT_INSTAGRAM_ENGAGEMENT_CASE；SPROUT_CASE_STUDIES,公共互动的重点是在已有语境里贡献价值，让对方先觉得你具体、礼貌、可信。评论暴露具体需求时，主动互动的目的不是刷存在感，而是在相关语境里留下可信贡献；“高意向评论转私信”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：评论暴露具体需求时。；具体动作：公开简短回复，再询问是否可以私信给具体小资源。；落地要求：记录互动对象、上下文和结果，保留能带来真实关系的入口。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,高意向评论转私信执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,高意向评论转私信；评论暴露具体需求；公开简短回复，再询问是否可以私信给具；公共互动与破冰策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S3-G28；IGS-S5-G28；IGS-S4-G01,cards/IGS-S4-G16.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S4-G17,互动对象互相连接,S4,公共互动与破冰策略,开启私信对话；建立长期朋友关系,Story 策略；私信策略,提升被理解感；提升安全感,SPROUT_CASE_STUDIES；CARNEGIE,公共互动的重点是在已有语境里贡献价值，让对方先觉得你具体、礼貌、可信。评论区有对方能互相帮助时，主动互动的目的不是刷存在感，而是在相关语境里留下可信贡献；“互动对象互相连接”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：评论区有对方能互相帮助时。；具体动作：用点名方式让两位对方看见彼此经验。；落地要求：记录互动对象、上下文和结果，保留能带来真实关系的入口。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,互动对象互相连接执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,互动对象互相连接；评论区有对方能互相帮助；用点名方式让两位对方看见彼此经验；公共互动与破冰策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S3-07；IGS-S5-02；IGS-S4-G02,cards/IGS-S4-G17.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S4-G18,创作者名单分层,S4,公共互动与破冰策略,提升主页可信感；形成可信专业感,社群/圈层策略；Reels 策略,提升专业感；提升真实感,CARNEGIE；GREATER_GOOD_LISTENING,公共互动的重点是在已有语境里贡献价值，让对方先觉得你具体、礼貌、可信。想做 UGC 或合作但名单混乱时，主动互动的目的不是刷存在感，而是在相关语境里留下可信贡献；“创作者名单分层”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：想做 UGC 或合作但名单混乱时。；具体动作：按受众匹配、内容质量、互动真实性三项评分。；落地要求：记录互动对象、上下文和结果，保留能带来真实关系的入口。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,创作者名单分层执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,创作者名单分层；想做 UGC 或合作但名单混乱；按受众匹配、内容质量、互动真实性三项；公共互动与破冰策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S3-02；IGS-S5-08；IGS-S4-G03,cards/IGS-S4-G18.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S4-G19,轻量共创邀请,S4,公共互动与破冰策略,发现合适陌生人；开启自然互动,评论策略,降低陌生感；提升参与感,GREATER_GOOD_LISTENING；HOOTSUITE_ALGORITHM_2026,公共互动的重点是在已有语境里贡献价值，让对方先觉得你具体、礼貌、可信。合作门槛太高时，主动互动的目的不是刷存在感，而是在相关语境里留下可信贡献；“轻量共创邀请”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：合作门槛太高时。；具体动作：先邀对方提供一句观点、一张截图或一个问题。；落地要求：记录互动对象、上下文和结果，保留能带来真实关系的入口。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,轻量共创邀请执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,轻量共创邀请；合作门槛太高；先邀对方提供一句观点、一张截图或一个；公共互动与破冰策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S3-G28；IGS-S5-G28；IGS-S4-G04,cards/IGS-S4-G19.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S4-G20,评论后主页检查,S4,公共互动与破冰策略,开启私信对话；建立长期朋友关系,Story 策略；私信策略,提升被理解感；提升安全感,HOOTSUITE_ALGORITHM_2026；SPROUT_INSTAGRAM_ENGAGEMENT_CASE,公共互动的重点是在已有语境里贡献价值，让对方先觉得你具体、礼貌、可信。外部评论带来访问但不关注时，主动互动的目的不是刷存在感，而是在相关语境里留下可信贡献；“评论后主页检查”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：外部评论带来访问但不关注时。；具体动作：确保评论内容与主页置顶承诺一致。；落地要求：记录互动对象、上下文和结果，保留能带来真实关系的入口。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,评论后主页检查执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,评论后主页检查；外部评论带来访问但不关注；确保评论内容与主页置顶承诺一致；公共互动与破冰策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S3-07；IGS-S5-02；IGS-S4-G05,cards/IGS-S4-G20.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
IGS-S4-G21,社群问题接龙,S4,公共互动与破冰策略,提升主页可信感；形成可信专业感,社群/圈层策略；Reels 策略,提升专业感；提升真实感,SPROUT_INSTAGRAM_ENGAGEMENT_CASE；SPROUT_CASE_STUDIES,公共互动的重点是在已有语境里贡献价值，让对方先觉得你具体、礼貌、可信。互动对象只看不说时，主动互动的目的不是刷存在感，而是在相关语境里留下可信贡献；“社群问题接龙”的作用是把这个判断变成一个可执行、可观察、可复盘的动作。执行时只把它当作建立熟悉感和互相信任的入口，不把对方当作被推进的对象。,触发条件：互动对象只看不说时。；具体动作：用一个固定句式让对方接龙当前状态。；落地要求：记录互动对象、上下文和结果，保留能带来真实关系的入口。；边界要求：必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。,社群问题接龙执行次数；相关内容互动率；后续对话或行动率；对方主动回应率；重复互动率,社群问题接龙；互动对象只看不说；用一个固定句式让对方接龙当前状态；公共互动与破冰策略；认识陌生人；成为朋友；建立信任；真诚互动,IGS-S3-02；IGS-S5-09；IGS-S4-G06,cards/IGS-S4-G21.md,用于在社交平台上认识合适的陌生人，通过公开互动、真诚倾听和小范围互助，逐步成为朋友并赢得长期信任。,必须真实透明、尊重对方选择；不伪装身份、不套取隐私、不制造虚假亲密或焦虑，对方冷淡、拒绝或沉默时停止推进。
