source,target,relation,reason
strategy:IGS-S4-G06,strategy:IGS-S4-G21,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S4-G07,strategy:IGS-S3-G28,depends_on,承接上一阶段 S3 的定位、信任或互动基础
strategy:IGS-S4-G07,strategy:IGS-S5-01,continues_to,可继续推进到下一阶段 S5
strategy:IGS-S4-G07,strategy:IGS-S4-G22,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S4-G08,strategy:IGS-S3-07,depends_on,承接上一阶段 S3 的定位、信任或互动基础
strategy:IGS-S4-G08,strategy:IGS-S5-02,continues_to,可继续推进到下一阶段 S5
strategy:IGS-S4-G08,strategy:IGS-S4-G23,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S4-G09,strategy:IGS-S3-02,depends_on,承接上一阶段 S3 的定位、信任或互动基础
strategy:IGS-S4-G09,strategy:IGS-S5-09,continues_to,可继续推进到下一阶段 S5
strategy:IGS-S4-G09,strategy:IGS-S4-G24,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S4-G10,strategy:IGS-S3-G28,depends_on,承接上一阶段 S3 的定位、信任或互动基础
strategy:IGS-S4-G10,strategy:IGS-S5-G28,continues_to,可继续推进到下一阶段 S5
strategy:IGS-S4-G10,strategy:IGS-S4-G19,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S4-G11,strategy:IGS-S3-07,depends_on,承接上一阶段 S3 的定位、信任或互动基础
strategy:IGS-S4-G11,strategy:IGS-S5-02,continues_to,可继续推进到下一阶段 S5
strategy:IGS-S4-G11,strategy:IGS-S4-G20,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S4-G12,strategy:IGS-S3-02,depends_on,承接上一阶段 S3 的定位、信任或互动基础
strategy:IGS-S4-G12,strategy:IGS-S5-08,continues_to,可继续推进到下一阶段 S5
strategy:IGS-S4-G12,strategy:IGS-S4-G21,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S4-G13,strategy:IGS-S3-G28,depends_on,承接上一阶段 S3 的定位、信任或互动基础
strategy:IGS-S4-G13,strategy:IGS-S5-01,continues_to,可继续推进到下一阶段 S5
strategy:IGS-S4-G13,strategy:IGS-S4-G22,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S4-G14,strategy:IGS-S3-07,depends_on,承接上一阶段 S3 的定位、信任或互动基础
strategy:IGS-S4-G14,strategy:IGS-S5-02,continues_to,可继续推进到下一阶段 S5
strategy:IGS-S4-G14,strategy:IGS-S4-G23,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S4-G15,strategy:IGS-S3-02,depends_on,承接上一阶段 S3 的定位、信任或互动基础
strategy:IGS-S4-G15,strategy:IGS-S5-09,continues_to,可继续推进到下一阶段 S5
strategy:IGS-S4-G15,strategy:IGS-S4-G24,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S4-G16,strategy:IGS-S3-G28,depends_on,承接上一阶段 S3 的定位、信任或互动基础
strategy:IGS-S4-G16,strategy:IGS-S5-G28,continues_to,可继续推进到下一阶段 S5
strategy:IGS-S4-G16,strategy:IGS-S4-G01,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S4-G17,strategy:IGS-S3-07,depends_on,承接上一阶段 S3 的定位、信任或互动基础
strategy:IGS-S4-G17,strategy:IGS-S5-02,continues_to,可继续推进到下一阶段 S5
strategy:IGS-S4-G17,strategy:IGS-S4-G02,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S4-G18,strategy:IGS-S3-02,depends_on,承接上一阶段 S3 的定位、信任或互动基础
strategy:IGS-S4-G18,strategy:IGS-S5-08,continues_to,可继续推进到下一阶段 S5
strategy:IGS-S4-G18,strategy:IGS-S4-G03,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S4-G19,strategy:IGS-S3-G28,depends_on,承接上一阶段 S3 的定位、信任或互动基础
strategy:IGS-S4-G19,strategy:IGS-S5-G28,continues_to,可继续推进到下一阶段 S5
strategy:IGS-S4-G19,strategy:IGS-S4-G04,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S4-G20,strategy:IGS-S3-07,depends_on,承接上一阶段 S3 的定位、信任或互动基础
strategy:IGS-S4-G20,strategy:IGS-S5-02,continues_to,可继续推进到下一阶段 S5
strategy:IGS-S4-G20,strategy:IGS-S4-G05,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S4-G21,strategy:IGS-S3-02,depends_on,承接上一阶段 S3 的定位、信任或互动基础
strategy:IGS-S4-G21,strategy:IGS-S5-09,continues_to,可继续推进到下一阶段 S5
strategy:IGS-S4-G21,strategy:IGS-S4-G06,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S4-G22,strategy:IGS-S3-G28,depends_on,承接上一阶段 S3 的定位、信任或互动基础
strategy:IGS-S4-G22,strategy:IGS-S5-01,continues_to,可继续推进到下一阶段 S5
strategy:IGS-S4-G22,strategy:IGS-S4-G07,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S4-G23,strategy:IGS-S3-07,depends_on,承接上一阶段 S3 的定位、信任或互动基础
strategy:IGS-S4-G23,strategy:IGS-S5-02,continues_to,可继续推进到下一阶段 S5
strategy:IGS-S4-G23,strategy:IGS-S4-G08,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S4-G24,strategy:IGS-S3-02,depends_on,承接上一阶段 S3 的定位、信任或互动基础
strategy:IGS-S4-G24,strategy:IGS-S5-09,continues_to,可继续推进到下一阶段 S5
strategy:IGS-S4-G24,strategy:IGS-S4-G09,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S5-G01,strategy:IGS-S4-06,depends_on,承接上一阶段 S4 的定位、信任或互动基础
strategy:IGS-S5-G01,strategy:IGS-S6-08,continues_to,可继续推进到下一阶段 S6
strategy:IGS-S5-G01,strategy:IGS-S5-G25,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S5-G02,strategy:IGS-S4-G23,depends_on,承接上一阶段 S4 的定位、信任或互动基础
strategy:IGS-S5-G02,strategy:IGS-S6-G18,continues_to,可继续推进到下一阶段 S6
strategy:IGS-S5-G02,strategy:IGS-S5-G26,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S5-G03,strategy:IGS-S4-08,depends_on,承接上一阶段 S4 的定位、信任或互动基础
strategy:IGS-S5-G03,strategy:IGS-S6-05,continues_to,可继续推进到下一阶段 S6
strategy:IGS-S5-G03,strategy:IGS-S5-G27,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S5-G04,strategy:IGS-S4-06,depends_on,承接上一阶段 S4 的定位、信任或互动基础
strategy:IGS-S5-G04,strategy:IGS-S6-08,continues_to,可继续推进到下一阶段 S6
strategy:IGS-S5-G04,strategy:IGS-S5-G28,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S5-G05,strategy:IGS-S4-G23,depends_on,承接上一阶段 S4 的定位、信任或互动基础
strategy:IGS-S5-G05,strategy:IGS-S6-G18,continues_to,可继续推进到下一阶段 S6
strategy:IGS-S5-G05,strategy:IGS-S5-G29,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S5-G06,strategy:IGS-S4-08,depends_on,承接上一阶段 S4 的定位、信任或互动基础
strategy:IGS-S5-G06,strategy:IGS-S6-05,continues_to,可继续推进到下一阶段 S6
strategy:IGS-S5-G06,strategy:IGS-S5-G30,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S5-G07,strategy:IGS-S4-06,depends_on,承接上一阶段 S4 的定位、信任或互动基础
strategy:IGS-S5-G07,strategy:IGS-S6-08,continues_to,可继续推进到下一阶段 S6
strategy:IGS-S5-G07,strategy:IGS-S5-G25,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S5-G08,strategy:IGS-S4-G23,depends_on,承接上一阶段 S4 的定位、信任或互动基础
strategy:IGS-S5-G08,strategy:IGS-S6-G18,continues_to,可继续推进到下一阶段 S6
strategy:IGS-S5-G08,strategy:IGS-S5-G26,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S5-G09,strategy:IGS-S4-08,depends_on,承接上一阶段 S4 的定位、信任或互动基础
strategy:IGS-S5-G09,strategy:IGS-S6-05,continues_to,可继续推进到下一阶段 S6
strategy:IGS-S5-G09,strategy:IGS-S5-G27,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S5-G10,strategy:IGS-S4-06,depends_on,承接上一阶段 S4 的定位、信任或互动基础
strategy:IGS-S5-G10,strategy:IGS-S6-08,continues_to,可继续推进到下一阶段 S6
strategy:IGS-S5-G10,strategy:IGS-S5-G28,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S5-G11,strategy:IGS-S4-G23,depends_on,承接上一阶段 S4 的定位、信任或互动基础
strategy:IGS-S5-G11,strategy:IGS-S6-G18,continues_to,可继续推进到下一阶段 S6
strategy:IGS-S5-G11,strategy:IGS-S5-G29,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S5-G12,strategy:IGS-S4-08,depends_on,承接上一阶段 S4 的定位、信任或互动基础
strategy:IGS-S5-G12,strategy:IGS-S6-05,continues_to,可继续推进到下一阶段 S6
strategy:IGS-S5-G12,strategy:IGS-S5-G30,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S5-G13,strategy:IGS-S4-06,depends_on,承接上一阶段 S4 的定位、信任或互动基础
strategy:IGS-S5-G13,strategy:IGS-S6-08,continues_to,可继续推进到下一阶段 S6
strategy:IGS-S5-G13,strategy:IGS-S5-G25,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S5-G14,strategy:IGS-S4-G23,depends_on,承接上一阶段 S4 的定位、信任或互动基础
strategy:IGS-S5-G14,strategy:IGS-S6-G18,continues_to,可继续推进到下一阶段 S6
strategy:IGS-S5-G14,strategy:IGS-S5-G26,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S5-G15,strategy:IGS-S4-08,depends_on,承接上一阶段 S4 的定位、信任或互动基础
strategy:IGS-S5-G15,strategy:IGS-S6-05,continues_to,可继续推进到下一阶段 S6
strategy:IGS-S5-G15,strategy:IGS-S5-G27,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S5-G16,strategy:IGS-S4-06,depends_on,承接上一阶段 S4 的定位、信任或互动基础
strategy:IGS-S5-G16,strategy:IGS-S6-08,continues_to,可继续推进到下一阶段 S6
strategy:IGS-S5-G16,strategy:IGS-S5-G28,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S5-G17,strategy:IGS-S4-G23,depends_on,承接上一阶段 S4 的定位、信任或互动基础
strategy:IGS-S5-G17,strategy:IGS-S6-G18,continues_to,可继续推进到下一阶段 S6
strategy:IGS-S5-G17,strategy:IGS-S5-G29,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S5-G18,strategy:IGS-S4-08,depends_on,承接上一阶段 S4 的定位、信任或互动基础
strategy:IGS-S5-G18,strategy:IGS-S6-05,continues_to,可继续推进到下一阶段 S6
strategy:IGS-S5-G18,strategy:IGS-S5-G30,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S5-G19,strategy:IGS-S4-06,depends_on,承接上一阶段 S4 的定位、信任或互动基础
strategy:IGS-S5-G19,strategy:IGS-S6-08,continues_to,可继续推进到下一阶段 S6
strategy:IGS-S5-G19,strategy:IGS-S5-G25,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S5-G20,strategy:IGS-S4-G23,depends_on,承接上一阶段 S4 的定位、信任或互动基础
strategy:IGS-S5-G20,strategy:IGS-S6-G18,continues_to,可继续推进到下一阶段 S6
strategy:IGS-S5-G20,strategy:IGS-S5-G26,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S5-G21,strategy:IGS-S4-08,depends_on,承接上一阶段 S4 的定位、信任或互动基础
strategy:IGS-S5-G21,strategy:IGS-S6-05,continues_to,可继续推进到下一阶段 S6
strategy:IGS-S5-G21,strategy:IGS-S5-G27,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S5-G22,strategy:IGS-S4-06,depends_on,承接上一阶段 S4 的定位、信任或互动基础
strategy:IGS-S5-G22,strategy:IGS-S6-08,continues_to,可继续推进到下一阶段 S6
strategy:IGS-S5-G22,strategy:IGS-S5-G28,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S5-G23,strategy:IGS-S4-G23,depends_on,承接上一阶段 S4 的定位、信任或互动基础
strategy:IGS-S5-G23,strategy:IGS-S6-G18,continues_to,可继续推进到下一阶段 S6
strategy:IGS-S5-G23,strategy:IGS-S5-G29,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S5-G24,strategy:IGS-S4-08,depends_on,承接上一阶段 S4 的定位、信任或互动基础
strategy:IGS-S5-G24,strategy:IGS-S6-05,continues_to,可继续推进到下一阶段 S6
strategy:IGS-S5-G24,strategy:IGS-S5-G30,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S5-G25,strategy:IGS-S4-06,depends_on,承接上一阶段 S4 的定位、信任或互动基础
strategy:IGS-S5-G25,strategy:IGS-S6-08,continues_to,可继续推进到下一阶段 S6
strategy:IGS-S5-G25,strategy:IGS-S5-G19,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S5-G26,strategy:IGS-S4-G23,depends_on,承接上一阶段 S4 的定位、信任或互动基础
strategy:IGS-S5-G26,strategy:IGS-S6-G18,continues_to,可继续推进到下一阶段 S6
strategy:IGS-S5-G26,strategy:IGS-S5-G20,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S5-G27,strategy:IGS-S4-08,depends_on,承接上一阶段 S4 的定位、信任或互动基础
strategy:IGS-S5-G27,strategy:IGS-S6-05,continues_to,可继续推进到下一阶段 S6
strategy:IGS-S5-G27,strategy:IGS-S5-G21,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S5-G28,strategy:IGS-S4-06,depends_on,承接上一阶段 S4 的定位、信任或互动基础
strategy:IGS-S5-G28,strategy:IGS-S6-08,continues_to,可继续推进到下一阶段 S6
strategy:IGS-S5-G28,strategy:IGS-S5-G22,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S5-G29,strategy:IGS-S4-G23,depends_on,承接上一阶段 S4 的定位、信任或互动基础
strategy:IGS-S5-G29,strategy:IGS-S6-G18,continues_to,可继续推进到下一阶段 S6
strategy:IGS-S5-G29,strategy:IGS-S5-G23,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S5-G30,strategy:IGS-S4-08,depends_on,承接上一阶段 S4 的定位、信任或互动基础
strategy:IGS-S5-G30,strategy:IGS-S6-05,continues_to,可继续推进到下一阶段 S6
strategy:IGS-S5-G30,strategy:IGS-S5-G24,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S6-G01,strategy:IGS-S5-04,depends_on,承接上一阶段 S5 的定位、信任或互动基础
strategy:IGS-S6-G01,strategy:IGS-S7-07,continues_to,可继续推进到下一阶段 S7
strategy:IGS-S6-G01,strategy:IGS-S6-G16,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S6-G01,strategy:IGS-S8-07,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S6-G02,strategy:IGS-S5-03,depends_on,承接上一阶段 S5 的定位、信任或互动基础
strategy:IGS-S6-G02,strategy:IGS-S7-08,continues_to,可继续推进到下一阶段 S7
strategy:IGS-S6-G02,strategy:IGS-S6-G17,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S6-G03,strategy:IGS-S5-G29,depends_on,承接上一阶段 S5 的定位、信任或互动基础
strategy:IGS-S6-G03,strategy:IGS-S7-06,continues_to,可继续推进到下一阶段 S7
strategy:IGS-S6-G03,strategy:IGS-S6-G18,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S6-G04,strategy:IGS-S5-04,depends_on,承接上一阶段 S5 的定位、信任或互动基础
strategy:IGS-S6-G04,strategy:IGS-S7-07,continues_to,可继续推进到下一阶段 S7
strategy:IGS-S6-G04,strategy:IGS-S6-G19,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S6-G05,strategy:IGS-S5-03,depends_on,承接上一阶段 S5 的定位、信任或互动基础
strategy:IGS-S6-G05,strategy:IGS-S7-08,continues_to,可继续推进到下一阶段 S7
strategy:IGS-S6-G05,strategy:IGS-S6-G20,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S6-G06,strategy:IGS-S5-G29,depends_on,承接上一阶段 S5 的定位、信任或互动基础
strategy:IGS-S6-G06,strategy:IGS-S7-07,continues_to,可继续推进到下一阶段 S7
strategy:IGS-S6-G06,strategy:IGS-S6-G21,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S6-G07,strategy:IGS-S5-04,depends_on,承接上一阶段 S5 的定位、信任或互动基础
strategy:IGS-S6-G07,strategy:IGS-S7-07,continues_to,可继续推进到下一阶段 S7
strategy:IGS-S6-G07,strategy:IGS-S6-G19,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S6-G07,strategy:IGS-S8-07,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S6-G08,strategy:IGS-S5-03,depends_on,承接上一阶段 S5 的定位、信任或互动基础
strategy:IGS-S6-G08,strategy:IGS-S7-08,continues_to,可继续推进到下一阶段 S7
strategy:IGS-S6-G08,strategy:IGS-S6-G20,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S6-G08,strategy:IGS-S6-G17,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S6-G09,strategy:IGS-S5-G29,depends_on,承接上一阶段 S5 的定位、信任或互动基础
strategy:IGS-S6-G09,strategy:IGS-S7-06,continues_to,可继续推进到下一阶段 S7
strategy:IGS-S6-G09,strategy:IGS-S6-G18,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S6-G10,strategy:IGS-S5-04,depends_on,承接上一阶段 S5 的定位、信任或互动基础
strategy:IGS-S6-G10,strategy:IGS-S7-07,continues_to,可继续推进到下一阶段 S7
strategy:IGS-S6-G10,strategy:IGS-S6-01,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S6-G10,strategy:IGS-S8-07,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S6-G11,strategy:IGS-S5-03,depends_on,承接上一阶段 S5 的定位、信任或互动基础
strategy:IGS-S6-G11,strategy:IGS-S7-08,continues_to,可继续推进到下一阶段 S7
strategy:IGS-S6-G11,strategy:IGS-S6-G20,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S6-G12,strategy:IGS-S5-G29,depends_on,承接上一阶段 S5 的定位、信任或互动基础
strategy:IGS-S6-G12,strategy:IGS-S7-04,continues_to,可继续推进到下一阶段 S7
strategy:IGS-S6-G12,strategy:IGS-S6-G21,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S6-G13,strategy:IGS-S5-04,depends_on,承接上一阶段 S5 的定位、信任或互动基础
strategy:IGS-S6-G13,strategy:IGS-S7-07,continues_to,可继续推进到下一阶段 S7
strategy:IGS-S6-G13,strategy:IGS-S6-G19,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S6-G14,strategy:IGS-S5-03,depends_on,承接上一阶段 S5 的定位、信任或互动基础
strategy:IGS-S6-G14,strategy:IGS-S7-08,continues_to,可继续推进到下一阶段 S7
strategy:IGS-S6-G14,strategy:IGS-S6-G02,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S6-G14,strategy:IGS-S6-G20,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S6-G15,strategy:IGS-S5-G29,depends_on,承接上一阶段 S5 的定位、信任或互动基础
strategy:IGS-S6-G15,strategy:IGS-S7-04,continues_to,可继续推进到下一阶段 S7
strategy:IGS-S6-G15,strategy:IGS-S6-G03,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S6-G15,strategy:IGS-S6-G21,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S6-G16,strategy:IGS-S5-04,depends_on,承接上一阶段 S5 的定位、信任或互动基础
strategy:IGS-S6-G16,strategy:IGS-S7-07,continues_to,可继续推进到下一阶段 S7
strategy:IGS-S6-G16,strategy:IGS-S6-01,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S6-G17,strategy:IGS-S5-03,depends_on,承接上一阶段 S5 的定位、信任或互动基础
strategy:IGS-S6-G17,strategy:IGS-S7-08,continues_to,可继续推进到下一阶段 S7
strategy:IGS-S6-G17,strategy:IGS-S6-G02,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S6-G18,strategy:IGS-S5-G29,depends_on,承接上一阶段 S5 的定位、信任或互动基础
strategy:IGS-S6-G18,strategy:IGS-S7-G19,continues_to,可继续推进到下一阶段 S7
strategy:IGS-S6-G18,strategy:IGS-S6-G06,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S6-G18,strategy:IGS-S6-G03,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S6-G19,strategy:IGS-S5-04,depends_on,承接上一阶段 S5 的定位、信任或互动基础
strategy:IGS-S6-G19,strategy:IGS-S7-07,continues_to,可继续推进到下一阶段 S7
strategy:IGS-S6-G19,strategy:IGS-S6-G07,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S6-G19,strategy:IGS-S6-G04,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S6-G20,strategy:IGS-S5-03,depends_on,承接上一阶段 S5 的定位、信任或互动基础
strategy:IGS-S6-G20,strategy:IGS-S7-08,continues_to,可继续推进到下一阶段 S7
strategy:IGS-S6-G20,strategy:IGS-S6-G08,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S6-G20,strategy:IGS-S6-G05,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S6-G21,strategy:IGS-S5-G29,depends_on,承接上一阶段 S5 的定位、信任或互动基础
strategy:IGS-S6-G21,strategy:IGS-S7-04,continues_to,可继续推进到下一阶段 S7
strategy:IGS-S6-G21,strategy:IGS-S6-G06,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S7-G01,strategy:IGS-S6-G21,depends_on,承接上一阶段 S6 的定位、信任或互动基础
strategy:IGS-S7-G01,strategy:IGS-S8-04,continues_to,可继续推进到下一阶段 S8
strategy:IGS-S7-G01,strategy:IGS-S7-G16,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S7-G02,strategy:IGS-S6-09,depends_on,承接上一阶段 S6 的定位、信任或互动基础
strategy:IGS-S7-G02,strategy:IGS-S8-09,continues_to,可继续推进到下一阶段 S8
strategy:IGS-S7-G02,strategy:IGS-S7-G17,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S7-G03,strategy:IGS-S6-08,depends_on,承接上一阶段 S6 的定位、信任或互动基础
strategy:IGS-S7-G03,strategy:IGS-S8-07,continues_to,可继续推进到下一阶段 S8
strategy:IGS-S7-G03,strategy:IGS-S7-G15,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S7-G03,strategy:IGS-S7-G18,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S7-G04,strategy:IGS-S6-G21,depends_on,承接上一阶段 S6 的定位、信任或互动基础
strategy:IGS-S7-G04,strategy:IGS-S8-04,continues_to,可继续推进到下一阶段 S8
strategy:IGS-S7-G04,strategy:IGS-S7-G16,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S7-G04,strategy:IGS-S7-G13,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S7-G05,strategy:IGS-S6-09,depends_on,承接上一阶段 S6 的定位、信任或互动基础
strategy:IGS-S7-G05,strategy:IGS-S8-09,continues_to,可继续推进到下一阶段 S8
strategy:IGS-S7-G05,strategy:IGS-S7-G20,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S7-G06,strategy:IGS-S6-G19,depends_on,承接上一阶段 S6 的定位、信任或互动基础
strategy:IGS-S7-G06,strategy:IGS-S8-09,continues_to,可继续推进到下一阶段 S8
strategy:IGS-S7-G06,strategy:IGS-S7-G21,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S7-G07,strategy:IGS-S6-G18,depends_on,承接上一阶段 S6 的定位、信任或互动基础
strategy:IGS-S7-G07,strategy:IGS-S8-04,continues_to,可继续推进到下一阶段 S8
strategy:IGS-S7-G07,strategy:IGS-S7-G19,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S7-G07,strategy:IGS-S7-02,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S7-G08,strategy:IGS-S6-09,depends_on,承接上一阶段 S6 的定位、信任或互动基础
strategy:IGS-S7-G08,strategy:IGS-S8-05,continues_to,可继续推进到下一阶段 S8
strategy:IGS-S7-G08,strategy:IGS-S7-G20,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S7-G08,strategy:IGS-S7-G17,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S7-G09,strategy:IGS-S6-08,depends_on,承接上一阶段 S6 的定位、信任或互动基础
strategy:IGS-S7-G09,strategy:IGS-S8-G20,continues_to,可继续推进到下一阶段 S8
strategy:IGS-S7-G09,strategy:IGS-S7-G18,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S7-G10,strategy:IGS-S6-G15,depends_on,承接上一阶段 S6 的定位、信任或互动基础
strategy:IGS-S7-G10,strategy:IGS-S8-04,continues_to,可继续推进到下一阶段 S8
strategy:IGS-S7-G10,strategy:IGS-S7-02,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S7-G11,strategy:IGS-S6-03,depends_on,承接上一阶段 S6 的定位、信任或互动基础
strategy:IGS-S7-G11,strategy:IGS-S8-05,continues_to,可继续推进到下一阶段 S8
strategy:IGS-S7-G11,strategy:IGS-S7-G20,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S7-G12,strategy:IGS-S6-08,depends_on,承接上一阶段 S6 的定位、信任或互动基础
strategy:IGS-S7-G12,strategy:IGS-S8-G20,continues_to,可继续推进到下一阶段 S8
strategy:IGS-S7-G12,strategy:IGS-S7-G21,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S7-G13,strategy:IGS-S6-G21,depends_on,承接上一阶段 S6 的定位、信任或互动基础
strategy:IGS-S7-G13,strategy:IGS-S8-04,continues_to,可继续推进到下一阶段 S8
strategy:IGS-S7-G13,strategy:IGS-S7-G04,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S7-G14,strategy:IGS-S6-09,depends_on,承接上一阶段 S6 的定位、信任或互动基础
strategy:IGS-S7-G14,strategy:IGS-S8-09,continues_to,可继续推进到下一阶段 S8
strategy:IGS-S7-G14,strategy:IGS-S7-G02,reinforces,同阶段内目标、内容形式或用户心理相互增强
strategy:IGS-S7-G14,strategy:IGS-S7-G20,same_source_family,来自相近资料来源，可作为同一方法论的延伸
strategy:IGS-S7-G15,strategy:IGS-S6-08,depends_on,承接上一阶段 S6 的定位、信任或互动基础
